age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
32,services,married,secondary,no,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no
47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes
56,management,married,tertiary,no,334,yes,no,unknown,15,may,127,2,-1,0,unknown,no
38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown,no
52,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70,3,-1,0,unknown,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,no
42,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64,2,-1,0,unknown,no
57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown,no
51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown,no
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,233,1,-1,0,unknown,no
47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other,no
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,no
36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown,no
34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown,no
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no
32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
35,blue-collar,single,primary,no,1147,yes,yes,telephone,7,may,29,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,no
45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no
32,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,175,2,-1,0,unknown,no
52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123,1,-1,0,unknown,no
36,admin.,single,secondary,no,1927,yes,no,cellular,18,nov,288,1,137,1,other,no
31,services,married,secondary,no,500,yes,no,unknown,6,jun,19,18,-1,0,unknown,no
53,technician,married,secondary,no,9146,no,no,cellular,13,aug,136,4,-1,0,unknown,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,unknown,no
47,housemaid,married,primary,no,0,no,no,cellular,10,aug,1225,2,-1,0,unknown,no
46,blue-collar,married,primary,no,328,yes,no,unknown,21,may,526,8,-1,0,unknown,no
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,0,unknown,no
55,technician,single,tertiary,no,-703,yes,no,cellular,8,may,123,3,-1,0,unknown,no
23,admin.,single,secondary,no,589,yes,no,cellular,6,may,62,1,-1,0,unknown,no
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,failure,no
58,admin.,married,secondary,no,1142,no,no,telephone,4,feb,82,3,-1,0,unknown,no
35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure,no
27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,238,3,-1,0,unknown,no
31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown,no
57,technician,married,secondary,no,6164,no,no,cellular,19,nov,161,2,-1,0,unknown,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,unknown,no
42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,no
59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,unknown,no
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
28,blue-collar,single,primary,no,1199,yes,no,cellular,30,jul,1011,20,-1,0,unknown,no
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,failure,no
33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown,no
36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,no
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
32,management,single,tertiary,no,11797,yes,no,cellular,11,aug,95,2,-1,0,unknown,no
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown,no
58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178,7,365,5,other,no
36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,no
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes
42,admin.,married,secondary,no,529,yes,yes,cellular,19,nov,193,3,-1,0,unknown,no
41,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168,7,-1,0,unknown,no
63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,unknown,no
39,services,married,secondary,no,186,yes,no,cellular,17,apr,433,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,no
37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,no
76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,unknown,no
28,management,single,unknown,no,81,no,yes,cellular,8,jul,158,1,-1,0,unknown,no
33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown,no
60,management,married,tertiary,no,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,unknown,no
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no
58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,unknown,no
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226,2,-1,0,unknown,no
33,services,married,primary,no,0,yes,no,cellular,18,jul,351,2,-1,0,unknown,no
77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,failure,no
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,no
54,management,married,tertiary,no,2819,no,no,cellular,7,aug,123,3,-1,0,unknown,no
30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,244,6,-1,0,unknown,no
50,services,married,secondary,no,60,no,yes,cellular,27,aug,151,8,-1,0,unknown,no
50,management,married,secondary,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown,no
37,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109,1,-1,0,unknown,no
41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117,2,-1,0,unknown,no
49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,no
40,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
34,technician,married,secondary,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no
49,entrepreneur,married,secondary,no,1916,no,yes,telephone,14,jul,281,3,-1,0,unknown,no
72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,apr,217,1,-1,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no
33,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374,1,-1,0,unknown,no
31,management,married,tertiary,no,0,no,no,unknown,14,may,298,1,-1,0,unknown,no
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
25,unemployed,married,secondary,no,157,yes,no,cellular,28,jul,33,31,-1,0,unknown,no
34,management,married,tertiary,no,1518,yes,no,cellular,20,nov,128,2,-1,0,unknown,no
53,management,married,tertiary,no,1343,no,no,cellular,5,aug,129,4,-1,0,unknown,no
39,management,single,tertiary,yes,-401,yes,no,cellular,19,aug,274,4,-1,0,unknown,no
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44,1,355,3,failure,no
56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70,4,7,7,other,no
19,student,single,unknown,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,no
32,entrepreneur,married,primary,no,795,no,no,cellular,8,aug,131,3,-1,0,unknown,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,unknown,no
27,technician,single,secondary,no,15,yes,no,cellular,25,jul,67,3,-1,0,unknown,no
27,management,single,tertiary,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
51,management,married,unknown,no,712,no,no,cellular,13,aug,287,2,-1,0,unknown,no
39,admin.,single,tertiary,no,2600,yes,no,unknown,17,jun,77,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-241,yes,yes,unknown,27,may,169,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,nov,25,1,-1,0,unknown,no
59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,no
38,management,married,tertiary,no,2278,yes,yes,cellular,13,may,244,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99,6,-1,0,unknown,no
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
55,blue-collar,married,primary,no,284,no,yes,telephone,14,jul,252,4,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,unknown,no
52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,other,no
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,jun,67,2,-1,0,unknown,no
35,management,married,tertiary,no,24,yes,no,cellular,8,apr,169,1,231,2,failure,no
36,management,single,tertiary,no,613,no,no,cellular,7,aug,86,2,-1,0,unknown,no
55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,277,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154,5,176,1,other,no
49,management,married,secondary,no,321,no,no,unknown,9,jun,135,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,48,yes,no,unknown,8,may,133,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no
56,management,married,tertiary,no,21664,no,no,unknown,17,jun,214,8,-1,0,unknown,no
32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
44,management,married,secondary,no,576,yes,no,unknown,8,may,128,3,-1,0,unknown,no
59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,207,2,153,1,failure,no
31,blue-collar,single,tertiary,no,2197,yes,no,unknown,23,may,146,3,-1,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
45,admin.,married,secondary,no,295,yes,no,cellular,23,jul,92,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,unknown,no
36,management,married,tertiary,no,1477,no,no,cellular,7,aug,71,2,-1,0,unknown,no
30,blue-collar,single,primary,no,71,yes,no,unknown,19,may,122,6,-1,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
59,unemployed,divorced,secondary,no,2921,no,no,telephone,3,feb,251,1,-1,0,unknown,no
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,unknown,no
49,retired,married,primary,no,1672,no,no,cellular,17,jul,128,3,-1,0,unknown,no
48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,no
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown,no
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
40,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
53,technician,married,tertiary,no,431,yes,no,unknown,11,jun,74,1,-1,0,unknown,no
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown,no
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,no
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes
52,admin.,married,secondary,no,693,no,no,unknown,12,jun,271,1,-1,0,unknown,no
28,student,single,secondary,no,0,yes,no,unknown,15,may,133,3,-1,0,unknown,no
49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,no
28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
29,technician,single,tertiary,no,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
